Chapter,Section,Vocab Item,Translation,Prompt Category,Frequency,PictureName
3,palabras y expresiones útiles,¿adónde?,where (to)?,MC,3926,null
3,palabras y expresiones útiles,al (contraction of a + el),to the,MC,5,null
3,palabras y expresiones útiles,¡Claro!,of course!,MC,259,null
3,palabras y expresiones útiles,cerca de,close to/ near,MC,391,null
3,palabras y expresiones útiles,después/ luego,after/ later,MC,87,null
3,palabras y expresiones útiles,durante,during,Sinónimo de mientras.,148,null
3,palabras y expresiones útiles,¡estupendo!,fabulous!,MC,3478,null
3,palabras y expresiones útiles,felicidades,congratulations,MC,1892,null
3,palabras y expresiones útiles,mientras,while,Sinónimo de durante.,154,null
3,palabras y expresiones útiles,otro/a,other/ another,MC,31,null
3,palabras y expresiones útiles,¿qué te parece?,what do you think?,MC,81,null
3,palabras y expresiones útiles,si,if,MC,34,null
3,title,expesiones que indican un tiempo futuro,expressions that denote future time,MC,0,null
3,expesiones que indican un tiempo futuro,después,afterward,Sinónimo de más tarde.,87,null
3,expesiones que indican un tiempo futuro,más tarde,later,Sinónimo de después.,242,null
3,expesiones que indican un tiempo futuro,esta noche,tonight,MC,196,null
3,expesiones que indican un tiempo futuro,mañana,tomorrow,El día después de hoy.,401,null
3,expesiones que indican un tiempo futuro,pasado mañana,the day after tomorrow,El día después de mañana.,445,null
3,expesiones que indican un tiempo futuro,la próxima semana,next week,La semana después de esta semana.,440,null
3,expesiones que indican un tiempo futuro,el próximo mes/año,next month/year,El mes/año después de este mes/año.,440,null
3,title,los números,numbers,MC,0,null
3,los números,cien/ciento,one hundred,100,0,null
3,los números,doscientos/as,two hundred,200,2344,null
3,los números,trescientos/as,three hundred,300,3341,null
3,los números,cuatrocientos/as,four hundred,400,0,null
3,los números,quinientos/as,five hundred,500,3426,null
3,los números,seiscientos/as,six hundred,600,0,null
3,los números,setecientos/as,seven hundred,700,0,null
3,los números,ochocientos/as,eight hundred,800,0,null
3,los números,novecientos/as,nine hundred,900,0,null
3,los números,mil,one thousand,1000,217,null
3,los números,mil cien,one thousand ten,1010,0,null
3,los números,dos mil,two thousand,2000,56,null
3,los números,diez mil,ten thousand,10000,346,null
3,los números,cien mil,one hundred thousand,100000,0,null
3,los números,ciento cincuenta mil,one hundred fifty thousand,150000,300,null
3,los números,quinientos mil,five hundred thousand,500000,3426,null
3,los números,un millón (de),one million,1000000,523,null
3,los números,dos millones (de),two million,2000000,523,null
