Chapter,Section,Vocab Item,Translation,Prompt Category,Frequency,PictureName
10,en la mesa,la cuchara,spoon,picture,0,cuchara
10,en la mesa,la cucharita,teaspoon,picture,0,cucharita
10,en la mesa,el cuchillo,knife,picture,2945,cuchillo
10,en la mesa,el mantel,tablecloth,picture,0,mantel
10,en la mesa,el plato,plate/ dish,picture,1836,plato
10,en la mesa,el sacacorchos,corkscrew,picture,0,sacacorchps
10,en la mesa,la servilleta,napkin,picture,0,servilletas
10,en la mesa,la taza,cup,picture,3218,taza
10,en la mesa,el tenedor,fork,picture,0,tenedor
10,en la mesa,el vaso,glass,picture,2107,vaso
10,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
10,palabras y expresiones útiles,el/la campesino/a,peasant,picture,1815,campesino
10,palabras y expresiones útiles,la receta,recipe,MC,3196,null
10,palabras y expresiones útiles,todavía,still/ yet,MC,211,null
10,palabras y expresiones útiles,ya,already,MC,36,null
