Chapter,Section,Vocab Item,Translation,Prompt Category,Frequency,PictureName
6,la ropa,los zapatos de tacón,high-heeled shoes,picture,0,zapatos de tacon
6,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
6,palabras y expresiones útiles,la artesanía,handicrafts,MC,0,null
6,palabras y expresiones útiles,la cosa,thing,MC,78,null
6,palabras y expresiones útiles,el cuero,leather,MC,2848,null
6,palabras y expresiones útiles,el dinero,money,picture,291,dinero
6,palabras y expresiones útiles,en efectivo,in cash,MC,1820,null
6,palabras y expresiones útiles,¿En qué puedo servirle(s)?,How may I help you?,MC,226,null
6,palabras y expresiones útiles,enseguida,immediately,MC,2707,null
6,palabras y expresiones útiles,estar de moda,to be fashionable,Muy popular.,1180,null
6,palabras y expresiones útiles,ir de compras,to go shopping,Sinónimo de comprar.,1374,null
6,palabras y expresiones útiles,el juguete,toy,picture,2672,juguete
6,palabras y expresiones útiles,Me gustaría...,I would like...,MC,353,null
6,palabras y expresiones útiles,la talla,size (clothes),MC,4330,null
6,palabras y expresiones útiles,el tamaño,size,MC,776,null
6,title,telas,fabrics,MC,0,null
6,telas,el algodón,cotton,MC,3613,null
6,telas,la lana,wool,MC,3060,null
6,telas,el poliéster,polyester,MC,0,null
6,telas,la seda,silk,MC,3271,null
6,title,verbos,verbs,MC,0,null
6,verbos,caer bien/mal,to be liked (or not),MC,245,null
6,verbos,calzar,to wear (shoes),Sinónimo de llevar zapatos.,4414,null
6,verbos,cambiar,to change/ to exchange,MC,246,null
6,verbos,dar,to give/ to hand,MC,39,null
6,verbos,encantar,to delight/ to love,Más fuerte que gustar.,2859,null
6,verbos,encontrar (ue),to find,Después de buscar.,100,null
6,verbos,entrar (en),to go in/ to enter,El opuesto de salir.,179,null
6,verbos,fascinar,to fascinate/ to be pleasing to,Más fuerte que interesar.,4854,null
6,verbos,gastar,to spend,MC,1526,null
6,verbos,gustar,to be pleasing to/ to like,No tan fuerte como encantar.,353,null
6,verbos,interesar,to interest,No tan fuerte como fascinar.,448,null
6,verbos,llevar,to wear/ to take,MC,93,null
6,verbos,mostrar (ue),to show,MC,392,null
6,verbos,pagar,to pay (for),Usar dinero para comprar.,342,null
6,verbos,parecer (zc),to seem,MC,81,null
6,verbos,prestar,to lend,MC,767,null
6,verbos,probarse (ue),to try on,MC,911,null
6,verbos,quedar,to fit; to be left over,MC,89,null
6,verbos,regalar,to give (a present),Dar un regalo.,1528,null
6,verbos,regatear,to haggle,MC,0,null
6,verbos,valer,to be worth,MC,387,null
6,verbos,vender,to sell,MC,526,null
6,title,expresiones de tiempo,time expressions,MC,0,null
6,expresiones de tiempo,anoche,last night,La noche antes de hoy.,3418,null
6,expresiones de tiempo,anteayer,the day before yesterday,El día antes de ayer.,0,null
6,expresiones de tiempo,ante(a)noche,the night before last,La noche antes de anoche.,0,null
6,expresiones de tiempo,el año/mes pasado,last year/month,El año/mes antes de este año/mes.,445,null
6,expresiones de tiempo,ayer,yesterday,El día antes de hoy.,1112,null
6,expresiones de tiempo,hace un día/mes/año (que),it has been a day/month/year since,MC,25,null
6,expresiones de tiempo,una semana atrás,a week ago,MC,483,null
6,expresiones de tiempo,la semana pasada,last week,La semana antes de esta semana.,445,null
6,title,las estaciones del año,seasons of the year,MC,0,null
6,las estaciones del año,el invierno,winter,picture,1340,invierno
6,las estaciones del año,el otoño,fall,picture,3357,otono
6,las estaciones del año,la primavera,spring,picture,2325,primavera
6,las estaciones del año,el verano,summer,picture,893,verano
6,las descripciones,las descripciones,descriptions,MC,0,null
6,las descripciones,ancho/a,wide,El opuesto de estrecho.,1720,null
6,las descripciones,barato/a,inexpensive/ cheap,El opuesto de caro.,1470,null
6,las descripciones,caro/a,expensive,El opuesto de barato.,1876,null
6,las descripciones,estrecho/a,narrow/ tight,El opuesto de ancho.,1686,null
6,las descripciones,magnífico/a,great,MC,1812,null
6,las descripciones,precioso/a,beautiful,Muy bonito.,1839,null
6,las descripciones,rebajado/a,marked down,MC,4159,null
