Chapter,Section,Vocab Item,Translation,Prompt Category,Frequency,PictureName
0,cognados,eficiente,efficient,picture,3571,eficiente
0,cognados,elegante,elegant,picture,1918,elegante
0,cognados,idealista,idealistic,picture,0,idealista
0,cognados,importante,important,picture,207,importante
0,cognados,independiente,independent,picture,1291,independiente
0,cognados,inteligente,intelligent,picture,1447,inteligente
0,cognados,interesante,interesting,picture,762,interesante
0,cognados,optimista,optimistic,picture,3030,optimista
0,cognados,paciente,patient,picture,1511,paciente
0,cognados,perfectionista,perfectionistic,picture,0,perfecctionista
0,cognados,pesimista,pessimistic,picture,0,pesimista
0,cognados,popular,popular,picture,709,popular
0,cognados,responsable,responsable,picture,955,responsable
0,cognados,sentimental,sentimental,picture,2646,sentimental
0,cognados,tradicional,traditional,picture,1309,tradicional
0,cognados,activo/a,active,picture,1328,activo
0,cognados,ambicioso/a,ambitious,picture,3310,ambicioso
0,cognados,atlético/a,athletic,picture,0,atletico
0,cognados,atractivo/a,atractive,picture,2131,atractivo
0,cognados,cómico/a,comical,picture,3485,comico
0,cognados,creativo/a,creative,picture,3551,creativo
0,cognados,dinámico/a,dynamic,picture,4064,dinamico
0,cognados,extrovertido/a,extroverted,picture,0,extrovertido
0,cognados,generoso/a,generous,picture,2398,generoso
0,cognados,impulsivo/a,impulsive,picture,0,impulsivo
0,cognados,introvertido/a,introverted,picture,0,introvertido
0,cognados,moderno/a,modern,picture,671,moderno
0,cognados,nervioso/a,nervous,picture,1410,nervioso
0,cognados,pasivo/a,passive,picture,4317,nerviosa
0,cognados,religioso/a,religious,picture,886,pasivo
0,cognados,romántico/a,romantic,picture,2338,religioso
0,cognados,serio/a,serious,picture,545,romantico
0,cognados,sincero/a,sincere,picture,2915,serio
0,cognados,tímido/a,timid,picture,2795,sincero
0,cognados,tranquilo/a,calm,picture,1144,timido
0,title,los números,numbers,MC,0,tranquila
0,los números,cero,zero,0,2284,null
0,los números,uno,one,1,72,null
0,los números,dos,two,2,56,null
0,los números,tres,three,3,119,null
0,los números,cuatro,four,4,188,null
0,los números,cinco,five,5,231,null
0,los números,seis,six,6,375,null
0,los números,siete,seven,7,470,null
0,los números,ocho,eight,8,492,null
0,los números,nueve,nine,9,786,null
0,los números,diez,ten,10,346,null
0,los números,once,eleven,11,1455,null
0,los números,doce,twelve,12,823,null
0,los números,trece,thirteen,13,2115,null
0,los números,catorce,fourteen,14,2278,null
0,los números,quince,fifteen,15,1033,null
0,los números,dieciséis,sixteen,16,2793,null
0,los números,diecisiete,seventeen,17,3446,null
0,los números,dieciocho,eighteen,18,2694,null
0,los números,diecinueve,nineteen,19,0,null
0,los números,veinte,twenty,20,582,null
0,los números,veintiuno,twenty-one,21,0,null
0,los números,veintidós,twenty-two,22,4873,null
0,los números,vientitrés,twenty-three,23,0,null
0,los números,treinta,thirty,30,722,null
0,los números,treinta y uno,thirty-one,31,722,null
0,los números,cuarenta,forty,40,943,null
0,los números,cincuenta,fifty,50,782,null
0,los números,sesenta,sixty,60,1306,null
0,los números,setenta,seventy,70,1773,null
0,los números,ochenta,eighty,80,2120,null
0,los números,noventa,ninety,90,3417,null
0,title,decir la hora,telling time,MC,0,null
0,decir la hora,¿Qué hora es?,What time is it?,MC,143,null
0,decir la hora,Es la.../Son las...,It is...,MC,8,null
0,decir la hora,y cuarto/y quince,and a quarter/fifteen,MC,655,null
0,decir la hora,y media/y treinta,and a half/thirty,MC,2342,null
0,decir la hora,menos,to/till,MC,98,null
0,decir la hora,y + minutos,and + minutes,MC,4,null
0,decir la hora,en punto,on the dot/sharp,MC,147,null
0,decir la hora,de la mañana,(from midnight to noon),MC,401,null
0,decir la hora,de la tarde,(from noon to nightfall),MC,242,null
0,decir la hora,de la noche,(from nightfall to midnight),MC,196,null
